# Auto generated file Fri Mar 21 12:39:20 2014 
# 
# Number of fleets (res+con+sur)
 2 
# Fleet types (res=0, con=1, sur=2)
 0 2 
# Sample times (only relevent for sur)
 0 0.125 
# Number of years
 50 
# Years
 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 
# Number of observations 
 493 
# Index1 (index of first obs in each year) 
 1 8 15 22 29 36 43 50 57 64 71 78 85 92 99 106 113 120 127 134 141 153 165 177 189 201 213 225 237 249 261 273 285 297 309 321 333 345 357 369 381 393 405 417 429 441 453 465 477 489 
# Index2 (index of last obs in each year) 
 7 14 21 28 35 42 49 56 63 70 77 84 91 98 105 112 119 126 133 140 152 164 176 188 200 212 224 236 248 260 272 284 296 308 320 332 344 356 368 380 392 404 416 428 440 452 464 476 488 493 
# The observation matrix 
1.301 0.795 0.282 0.2 0.2 0.2 0.2
1.306 0.787 0.284 0.2 0.2 0.2 0.2
1.311 0.779 0.286 0.2 0.2 0.2 0.2
1.314 0.771 0.29 0.2 0.2 0.2 0.2
1.314 0.762 0.293 0.2 0.2 0.2 0.2
1.31 0.754 0.296 0.2 0.2 0.2 0.2
1.301 0.746 0.298 0.201 0.2 0.2 0.2
1.287 0.738 0.3 0.201 0.2 0.2 0.2
1.269 0.73 0.3 0.201 0.2 0.2 0.2
1.248 0.724 0.3 0.201 0.2 0.2 0.2
1.226 0.719 0.299 0.202 0.2 0.2 0.2
1.204 0.716 0.297 0.202 0.2 0.2 0.2
1.183 0.715 0.296 0.202 0.2 0.2 0.2
1.164 0.715 0.295 0.202 0.2 0.2 0.2
1.149 0.716 0.295 0.202 0.2 0.2 0.2
1.135 0.717 0.297 0.202 0.2 0.2 0.2
1.124 0.716 0.302 0.203 0.2 0.2 0.2
1.113 0.714 0.309 0.204 0.2 0.2 0.2
1.102 0.711 0.319 0.205 0.2 0.2 0.2
1.09 0.705 0.331 0.207 0.2 0.2 0.2
1.077 0.698 0.346 0.209 0.2 0.2 0.2
1.064 0.691 0.363 0.211 0.2 0.2 0.2
1.051 0.683 0.381 0.214 0.2 0.2 0.2
1.04 0.678 0.4 0.217 0.2 0.2 0.2
1.032 0.676 0.417 0.22 0.2 0.2 0.2
1.028 0.676 0.434 0.223 0.2 0.2 0.2
1.027 0.679 0.449 0.225 0.2 0.2 0.2
1.029 0.684 0.462 0.227 0.2 0.2 0.2
1.032 0.688 0.472 0.229 0.2 0.2 0.2
1.036 0.692 0.48 0.23 0.2 0.2 0.2
1.038 0.695 0.484 0.231 0.2 0.2 0.2
1.039 0.696 0.487 0.232 0.2 0.2 0.2
1.039 0.697 0.489 0.232 0.2 0.2 0.2
1.038 0.698 0.49 0.233 0.2 0.2 0.2
1.038 0.698 0.49 0.233 0.2 0.2 0.2
1.038 0.698 0.49 0.233 0.2 0.2 0.2
# Landing Fraction L/(L+D)
0.165280326083474 0.680434179548821 0.9953427237704 1 1 1 1
0.38334064757615 0.783897655714657 0.994278178874826 1 1 1 1
0.138437090702996 0.886671317005814 0.994929450813987 1 1 1 1
0.143333920219558 0.737630261052888 0.997625114850852 1 1 1 1
0.176317318046743 0.740368885395797 0.995116180642145 1 1 1 1
0.15712009915435 0.784182926750446 0.995379598369416 1 1 1 1
0.539518672575996 0.686997849640506 0.99642381760886 1 1 1 1
0.505882707243182 0.795862557807581 0.991815285951053 1 1 1 1
0.14693906897815 0.805910240000105 0.997254655664053 1 1 1 1
0.0906461018941138 0.75885770754186 0.996314636982592 1 1 1 1
0.231189165143319 0.645039057988298 0.995517158325475 1 1 1 1
0.110887221644558 0.786877985529962 0.993790811684017 1 1 1 1
0.195514352611696 0.74312120824015 1 1 1 1 1
0.0244973694594543 0.545274436853645 0.989742134057934 1 1 1 1
0.13716624300636 0.514746201578197 0.982132046492513 1 1 1 1
0.505857290700301 0.691281643561739 1 1 1 1 1
0.0562399079293408 0.945342885268376 1 1 1 1 1
0.0499920532829699 0.855042572296307 1 1 1 1 1
